hard_top1,hard_gap15,blank_ratio,to_llm,tp,fn,fp,tn,refusal_accuracy,false_answer_rate,over_refusal_rate,answer_accuracy,precision,f1,balanced_accuracy,n,cost
0.8,0.03,0.6,27,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22214
0.85,0.02,0.5,27,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22214
0.85,0.02,0.6,27,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22214
0.85,0.03,0.5,27,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22214
0.85,0.03,0.6,27,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22214
0.9,0.02,0.5,27,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22214
0.9,0.02,0.6,27,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22214
0.9,0.03,0.5,27,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22214
0.9,0.03,0.6,27,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22214
0.55,0.02,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.55,0.03,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.55,0.05,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.55,0.08,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.55,0.12,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.55,0.15,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.55,0.2,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.6,0.02,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.6,0.03,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.65,0.02,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.65,0.03,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.7,0.02,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.7,0.03,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.75,0.02,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.75,0.03,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.8,0.02,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.8,0.03,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.85,0.02,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.85,0.03,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.9,0.02,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.9,0.03,0.8,28,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22403
0.5,0.02,0.8,29,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22592
0.5,0.03,0.8,29,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22592
0.5,0.05,0.8,29,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22592
0.5,0.08,0.8,29,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22592
0.5,0.12,0.8,29,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22592
0.5,0.15,0.8,29,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22592
0.5,0.2,0.8,29,31,2,1,19,0.9394,0.0606,0.05,0.95,0.9688,0.9538,0.9447,53,0.22592
0.75,0.12,0.05,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.75,0.12,0.1,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.75,0.12,0.15,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.75,0.12,0.2,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.75,0.15,0.05,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.75,0.15,0.1,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.75,0.15,0.15,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.75,0.15,0.2,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.75,0.2,0.05,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.75,0.2,0.1,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.75,0.2,0.15,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.75,0.2,0.2,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.8,0.12,0.05,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.8,0.12,0.1,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.8,0.12,0.15,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.8,0.12,0.2,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.8,0.15,0.05,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.8,0.15,0.1,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.8,0.15,0.15,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.8,0.15,0.2,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.8,0.2,0.05,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.8,0.2,0.1,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.8,0.2,0.15,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.8,0.2,0.2,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.85,0.12,0.05,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.85,0.12,0.1,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.85,0.12,0.15,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.85,0.12,0.2,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.85,0.15,0.05,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.85,0.15,0.1,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.85,0.15,0.15,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.85,0.15,0.2,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.9,0.12,0.05,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.9,0.12,0.1,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.9,0.12,0.15,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.9,0.12,0.2,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.9,0.15,0.05,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.9,0.15,0.1,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.9,0.15,0.15,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.9,0.15,0.2,21,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25022
0.75,0.12,0.35,22,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25211
0.75,0.15,0.35,22,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25211
0.75,0.2,0.35,22,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25211
0.8,0.12,0.35,22,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25211
0.8,0.15,0.35,22,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25211
0.8,0.2,0.35,22,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25211
0.85,0.12,0.35,22,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25211
0.85,0.15,0.35,22,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25211
0.9,0.12,0.35,22,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25211
0.9,0.15,0.35,22,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.25211
0.75,0.12,0.5,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.75,0.12,0.6,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.75,0.12,0.8,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.75,0.15,0.5,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.75,0.15,0.6,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.75,0.15,0.8,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.75,0.2,0.5,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.75,0.2,0.6,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.75,0.2,0.8,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.8,0.12,0.5,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.8,0.12,0.6,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.8,0.12,0.8,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.8,0.15,0.5,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.8,0.15,0.6,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.8,0.15,0.8,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.8,0.2,0.5,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.8,0.2,0.6,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.8,0.2,0.8,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.85,0.12,0.5,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.85,0.12,0.6,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.85,0.12,0.8,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.85,0.15,0.5,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.85,0.15,0.6,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.85,0.15,0.8,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.9,0.12,0.5,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.9,0.12,0.6,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.9,0.12,0.8,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.9,0.15,0.5,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.9,0.15,0.6,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.9,0.15,0.8,23,32,1,3,17,0.9697,0.0303,0.15,0.85,0.9143,0.9412,0.9098,53,0.254
0.6,0.05,0.05,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.05,0.1,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.05,0.15,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.05,0.2,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.08,0.05,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.08,0.1,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.08,0.15,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.08,0.2,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.12,0.05,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.12,0.1,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.12,0.15,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.12,0.2,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.15,0.05,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.15,0.1,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.15,0.15,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.15,0.2,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.2,0.05,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.2,0.1,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.2,0.15,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.2,0.2,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.05,0.05,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.05,0.1,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.05,0.15,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.05,0.2,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.08,0.05,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.08,0.1,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.08,0.15,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.08,0.2,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.12,0.05,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.12,0.1,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.12,0.15,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.12,0.2,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.15,0.05,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.15,0.1,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.15,0.15,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.15,0.2,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.2,0.05,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.2,0.1,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.2,0.15,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.65,0.2,0.2,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.7,0.05,0.05,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.7,0.05,0.1,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.7,0.05,0.15,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.7,0.05,0.2,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.7,0.08,0.05,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.7,0.08,0.1,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.7,0.08,0.15,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.7,0.08,0.2,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.75,0.05,0.05,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.75,0.05,0.1,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.75,0.05,0.15,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.75,0.05,0.2,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.8,0.05,0.05,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.8,0.05,0.1,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.8,0.05,0.15,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.8,0.05,0.2,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.85,0.05,0.05,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.85,0.05,0.1,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.85,0.05,0.15,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.85,0.05,0.2,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.9,0.05,0.05,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.9,0.05,0.1,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.9,0.05,0.15,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.9,0.05,0.2,23,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.2646
0.6,0.05,0.35,25,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.26837
0.6,0.08,0.35,25,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.26837
0.6,0.12,0.35,25,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.26837
0.6,0.15,0.35,25,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.26837
0.6,0.2,0.35,25,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.26837
0.65,0.05,0.35,25,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.26837
0.65,0.08,0.35,25,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.26837
0.65,0.12,0.35,25,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.26837
0.65,0.15,0.35,25,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.26837
0.65,0.2,0.35,25,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.26837
0.7,0.05,0.35,25,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.26837
0.7,0.08,0.35,25,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.26837
0.75,0.05,0.35,25,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.26837
0.8,0.05,0.35,25,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.26837
0.85,0.05,0.35,25,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.26837
0.9,0.05,0.35,25,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.26837
0.6,0.05,0.5,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.6,0.05,0.6,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.6,0.08,0.5,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.6,0.08,0.6,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.6,0.08,0.8,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.6,0.12,0.5,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.6,0.12,0.6,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.6,0.12,0.8,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.6,0.15,0.5,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.6,0.15,0.6,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.6,0.15,0.8,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.6,0.2,0.5,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.6,0.2,0.6,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.6,0.2,0.8,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.65,0.05,0.5,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.65,0.05,0.6,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.65,0.08,0.5,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.65,0.08,0.6,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.65,0.08,0.8,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.65,0.12,0.5,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.65,0.12,0.6,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.65,0.12,0.8,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.65,0.15,0.5,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.65,0.15,0.6,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.65,0.15,0.8,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.65,0.2,0.5,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
0.65,0.2,0.6,26,31,2,2,18,0.9394,0.0606,0.1,0.9,0.9394,0.9394,0.9197,53,0.27026
